N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
1435;1820150004;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NÚCLEO EJECUTOR COCHACHARAO - PACHACRAHUAY;1820150004;1901080043;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;COCHACHARAO;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/09/2018; 461,289 ; 113 
1436;1820150005;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  SAN GENARO - AHUASCANCHA;1820150032;1901070103;PASCO;PASCO;PAUCARTAMBO;SAN GENARO;18;CERRO DE PASCO;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;2/12/2015;2/12/2018; 395,200 ; 104 
1437;1820150006;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  ACOPALCA - SHUYHUA;1820150033;1901070095;PASCO;PASCO;PAUCARTAMBO;ACOPALCA;18;CERRO DE PASCO;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;2/12/2015;2/12/2018; 437,000 ; 115 
1438;1820150007;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  ACO - HUAMBRAC;1820150034;1901070045;PASCO;PASCO;PAUCARTAMBO;ACO;18;CERRO DE PASCO;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;2/12/2015;2/12/2018; 414,200 ; 109 
1439;1820150008;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  TAYAPAMPA - TAMBILLO;1820150035;1901070069;PASCO;PASCO;PAUCARTAMBO;TAYAPAMPA;18;CERRO DE PASCO;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;2/12/2015;2/12/2018; 399,000 ; 105 
1440;1820150009;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  LA QUINUA - SANTA ROSA DE PITIC;1820150020;1901130010;PASCO;PASCO;YANACANCHA;LA QUINUA;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/11/2018; 432,713 ; 106 
1441;1820150010;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  TINGO PALCA -  ANASQUIZQUE;1820150021;1901130032;PASCO;PASCO;YANACANCHA;TINGO PALCA;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/11/2018; 408,220 ; 100 
1442;1820150011;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR  CAJAMARQUILLA ;1820150022;1901130002;PASCO;PASCO;YANACANCHA;CAJAMARQUILLA;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/11/2018; 489,864 ; 120 
1443;1820150012;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR JARAPAMPA - QUICHAS;1820150023;1901130035;PASCO;PASCO;YANACANCHA;JARAPAMPA;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/11/2018; 449,042 ; 110 
1444;1820160001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL MILAGRO - MAYME - ÑAGAZU;1820160020;1903070049;PASCO;OXAPAMPA;VILLA RICA;EL MILAGRO;18;CERRO DE PASCO;72;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PROYECTOS CULMINADOS;26/09/2016;26/09/2019; 610,176 ; 112 
1445;1820160002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR UNION DE LA SELVA;1820160021;1903070031;PASCO;OXAPAMPA;VILLA RICA;UNION DE LA SELVA;18;CERRO DE PASCO;72;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PROYECTOS CULMINADOS;26/09/2016;26/09/2019; 544,800 ; 100 
1446;1820160003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PUENTE PAUCARTAMBO;1820160022;1903070067;PASCO;OXAPAMPA;VILLA RICA;PUENTE PAUCARTAMBO;18;CERRO DE PASCO;72;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2016 RO Selva;PROYECTOS CULMINADOS;26/09/2016;26/09/2019; 544,800 ; 100 
1447;1820160004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN FRANCISCO DE PUCURHUAY 1 ;1820160016;1901100016;PASCO;PASCO;TICLACAYAN;SAN FRANCISCO DE PUCURHUAY;18;CERRO DE PASCO;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;19/09/2016;18/09/2019; 425,000 ; 100 
1448;1820160005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MALAUCHACA;1820160017;1901100021;PASCO;PASCO;TICLACAYAN;MALAUCHACA;18;CERRO DE PASCO;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;19/09/2016;18/09/2019; 425,000 ; 100 
1449;1820160006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR 30 DE AGOSTO;1820160018;1901100039;PASCO;PASCO;TICLACAYAN;30 DE AGOSTO;18;CERRO DE PASCO;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;19/09/2016;18/09/2019; 425,000 ; 100 
1450;1820160007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN FRANCISCO DE PUCURHUAY 2;1820160019;1901100016;PASCO;PASCO;TICLACAYAN;SAN FRANCISCO DE PUCURHUAY;18;CERRO DE PASCO;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;19/09/2016;18/09/2019; 425,000 ; 100 
1451;1920130003;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NUCLEO EJECUTOR PINCHIMURO, DISTRITO OCONGATE-QUISPICANCHIS -CUSCO;1920130001;0812100023;CUSCO;QUISPICANCHI;OCONGATE;PINCHIMURO;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 432,900 ; 117 
1452;1920130004;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NUCLEO EJECUTOR PALCCA, DISTRITO OCONGATE-QUISPICANCHIS -CUSCO;1920130002;0812100036;CUSCO;QUISPICANCHI;OCONGATE;PALCCA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 381,100 ; 103 
1453;1920130005;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR SALLICANCHA - LAURAMARCA DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO;1920130003;0812100033;CUSCO;QUISPICANCHI;OCONGATE;SALLICANCHA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 536,500 ; 145 
1454;1920130006;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR LLULLUCHA- LAHUA LAHUA, DISTRITO OCONGATE, PROVINCIA DE QUISPICANCHI-CUSCO;1920130004;0812100030;CUSCO;QUISPICANCHI;OCONGATE;LLULLUCHA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 717,800 ; 194 
1455;1920130007;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR CHECCASPAMPA - CHAUPIMAYO, DISTRITO DE OCONGATE, PROVINCIA DE QUISPICANCHI-CUSCO;1920130005;0812100011;CUSCO;QUISPICANCHI;OCONGATE;CHECCASPAMPA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 740,000 ; 200 
1456;1920130008;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR UMANA -  HUAYNAPATA ALTA, DISTRITO PAUCARTAMBO - PAUCARTAMBO- CUSCO;1920130006;0811010065;CUSCO;PAUCARTAMBO;PAUCARTAMBO;UMANA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 510,600 ; 138 
1457;1920130009;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR PAYAJANA, DISTRITO PAUCARTAMBO - PAUCARTAMBO -CUSCO;1920130007;0811010070;CUSCO;PAUCARTAMBO;PAUCARTAMBO;PAYAJANA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 222,000 ; 60 
1458;1920130010;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR PUCARA,DISTRITO PAUCARTAMBO - PAUCARTAMBO -CUSCO;1920130008;0811010032;CUSCO;PAUCARTAMBO;PAUCARTAMBO;PUCARA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 203,500 ; 55 
1459;1920130011;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR TAHUANTINSUYO - ESPINGUNE,DISTRITO PAUCARTAMBO - PAUCARTAMBO -CUSCO;1920130009;0811010034;CUSCO;PAUCARTAMBO;PAUCARTAMBO;TAHUANTINSUYO;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 347,800 ; 94 
1460;1920130012;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR AUSANTA,DISTRITO LIVITACA - CHUMBIVILCAS -CUSCO;1920130010;0807050027;CUSCO;CHUMBIVILCAS;LIVITACA;AUSANTA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 251,600 ; 68 
1461;1920130013;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR QQUECHAPAMPA-SIPINA-PAMPAC WUASI, DISTRITO LIVITACA - CHUMBIVILCAS -CUSCO;1920130011;0807050040;CUSCO;CHUMBIVILCAS;LIVITACA;QQUECHAPAMPA;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 488,400 ; 132 
1462;1920130014;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR CHULLUNI- TAPARACO-COCHAPATA, DISTRITO LIVITACA - CHUMBIVILCAS -CUSCO;1920130012;0807050121;CUSCO;CHUMBIVILCAS;LIVITACA;CHULLUNI;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 388,500 ; 105 
1463;1920130015;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR PARCCO, DISTRITO LIVITACA - CHUMBIVILCAS - CUSCO;1920130013;0807050022;CUSCO;CHUMBIVILCAS;LIVITACA;PARCCO;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 262,700 ; 71 
1464;1920130016;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR JALCCO, DISTRITO LIVITACA - CHUMBIVILCAS -CUSCO;1920130014;0807050005;CUSCO;CHUMBIVILCAS;LIVITACA;JALCCO;19;CUSCO;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;16/09/2013;30/06/2016; 392,200 ; 106 
1465;1920140001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHOQUECANCHA;1920140018;0804040024;CUSCO;CALCA;LARES;CHOQUECANCHA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 604,810 ; 150 
1466;1920140002;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CCACHIN;1920140019;0804040020;CUSCO;CALCA;LARES;CCACHIN;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 407,252 ; 101 
1467;1920140003;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AMPARAES;1920140020;0804040032;CUSCO;CALCA;LARES;AMPARAES;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 564,508 ; 140 
1468;1920140004;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHACLLABAMBA - MANDORPUQUIO;1920140014;0811030001;CUSCO;PAUCARTAMBO;CHALLABAMBA;CHALLABAMBA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;24/08/2017; 443,542 ; 110 
1469;1920140005;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BOMBOM- CHIMUR - YURAC TURUYOC;1920140015;0811030001;CUSCO;PAUCARTAMBO;CHALLABAMBA;CHALLABAMBA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;24/08/2017; 403,220 ; 100 
1470;1920140006;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAROBAMBA;1920140016;0811030001;CUSCO;PAUCARTAMBO;CHALLABAMBA;CHALLABAMBA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;24/08/2017; 403,220 ; 100 
1471;1920140007;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MECLLAYPATA ;1920140017;0811030038;CUSCO;PAUCARTAMBO;CHALLABAMBA;MECLLAYPATA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;24/08/2017; 403,220 ; 100 
1472;1920140008;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ACCHA;1920140005;0811040040;CUSCO;PAUCARTAMBO;COLQUEPATA;ACCHA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;30/07/2017; 427,413 ; 106 
1473;1920140009;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAYLLAPATA - COTAÑE;1920140006;0811040034;CUSCO;PAUCARTAMBO;COLQUEPATA;SAYLLAPATA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;30/07/2017; 402,656 ; 100 
1474;1920140010;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VIZCOCHONI;1920140007;0811040032;CUSCO;PAUCARTAMBO;COLQUEPATA;VIZCOCHONI;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;30/07/2017; 376,794 ; 94 
1475;1920140011;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUARANCCA;1920140008;0811040011;CUSCO;PAUCARTAMBO;COLQUEPATA;HUARANCCA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;30/07/2017; 406,014 ; 100 
1476;1920140012;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CCAMAHUARA;1920140009;0804060004;CUSCO;CALCA;SAN SALVADOR;CCAMAHUARA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;4/08/2017; 362,898 ; 90 
1477;1920140013;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHIRIPATA;1920140010;0804060014;CUSCO;CALCA;SAN SALVADOR;CHIRIPATA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;4/08/2017; 362,898 ; 90 
1478;1920140014;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TIRACANCHA ALTA - QUESCAY;1920140011;0804060002;CUSCO;CALCA;SAN SALVADOR;TIRACANCHA ALTA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;4/08/2017; 362,898 ; 90 
1479;1920140015;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR OCCORURO - SIUSA;1920140012;0804060003;CUSCO;CALCA;SAN SALVADOR;OCCORURO;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;4/08/2017; 362,898 ; 90 
1480;1920140016;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VICHO;1920140013;0804060023;CUSCO;CALCA;SAN SALVADOR;VICHO;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;4/08/2017; 362,906 ; 90 
1481;1920140017;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CCOCHAPATA;1920140001;0807020015;CUSCO;CHUMBIVILCAS;CAPACMARCA;CCOCHAPATA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 459,671 ; 114 
1482;1920140018;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CCANCAHUANI;1920140002;0807020030;CUSCO;CHUMBIVILCAS;CAPACMARCA;CANCAHUANI;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 467,735 ; 116 
1483;1920140019;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUASCABAMBA;1920140003;0807020022;CUSCO;CHUMBIVILCAS;CAPACMARCA;HUASCABAMBA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 431,445 ; 107 
1484;1920140020;"PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TAHUAY
";1920140004;0807020017;CUSCO;CHUMBIVILCAS;CAPACMARCA;MOCCOJAHUA;19;CUSCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/11/2014;31/08/2017; 354,834 ; 88 
1485;1920150001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MONTE CARMELO;1920150038;0809020065;CUSCO;LA CONVENCION;ECHARATE;MONTE CARMELO;19;CUSCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;19/10/2015;8/08/2019; 825,420 ; 200 
